TeamId,TeamName,SubmissionDate,Score
1642114,Yingjia,"2021-08-01 12:34:13",0.12153
7233299,"Gourav Tailor","2021-08-10 15:54:05",0.12159
7029155,"Damien Pitman","2021-08-19 20:44:34",0.12159
7063923,Elaine214,"2021-07-07 03:01:26",0.12161
6472950,"Max Lutz","2021-08-24 18:06:49",0.12161
6842238,"kh kuggle","2021-08-14 11:10:37",0.12163
6981724,ajumzu,"2021-07-19 11:19:01",0.12163
6946757,"Hargurjeet Singh","2021-07-14 21:03:31",0.12166
7234936,w1961844769,"2021-08-11 10:30:45",0.12168
7072400,"Jessica Zhang #3","2021-08-26 17:10:03",0.12171
7219662,silurianblue,"2021-08-06 15:35:24",0.12172
7119220,"Soul Cynics","2021-07-27 18:16:36",0.12174
4939855,mlanhenke,"2021-07-17 17:17:47",0.12175
7125955,z1076820548,"2021-07-23 08:34:51",0.12175
7236977,"Nahuel García","2021-08-10 00:54:35",0.12179
6919064,vickyi,"2021-07-02 09:37:16",0.12179
2444680,dzpa,"2021-08-27 09:57:06",0.12179
6426368,"kyriakos Pelekanos","2021-07-28 12:06:13",0.12180
7033316,"Dawid Huczek","2021-07-13 19:10:16",0.12180
6755149,Nurkaev-Kasatkin,"2021-07-10 12:41:22",0.12181
6843245,"Zihua She","2021-08-05 06:38:02",0.12186
7286213,OlegMiheev,"2021-08-26 23:42:13",0.12187
6905668,Slayer_Slayer,"2021-08-29 14:24:53",0.12190
3233101,H&A,"2021-08-17 13:04:19",0.12190
7225226,"Joshua Graham","2021-08-22 21:10:49",0.12193
7209901,Oranggeee,"2021-08-29 15:43:52",0.12193
7167758,"Calvin W.","2021-07-31 13:16:28",0.12195
7019934,"Dmitry Molokhov","2021-07-07 08:29:17",0.12197
6654653,"prince kumar","2021-08-13 05:35:48",0.12200
6640470,"Truong Dang","2021-08-21 14:28:50",0.12201
7211562,Khazafalista,"2021-08-11 02:38:32",0.12201
6880064,Noice,"2021-07-03 20:22:37",0.12201
5657817,"Oğuz Erdoğan","2021-07-27 20:25:34",0.12202
7146897,"Ayse Tegen","2021-07-29 15:36:51",0.12206
7106406,"Robert Sharam","2021-07-19 15:01:35",0.12207
7232742,itsMEyo,"2021-08-16 14:55:01",0.12208
6600386,"Peter Gartland","2021-08-03 05:56:27",0.12211
7330565,"Nicholas Volpe","2021-08-24 02:53:14",0.12211
7139116,AuroraGong,"2021-08-02 02:53:52",0.12212
7140156,"Kavya Sree","2021-08-10 17:32:24",0.12213
6682477,"Munsif muzammir","2021-07-05 16:52:13",0.12213
7009123,OlivierGK,"2021-07-13 17:00:21",0.12213
7242070,gaoxinzhou,"2021-08-10 13:13:45",0.12213
7051159,kkxhdg,"2021-07-06 08:21:34",0.12214
7157257,"Repnikov Pavel","2021-08-03 12:57:25",0.12214
2702904,"Aqib Ahmed","2021-08-28 19:59:51",0.12215
6794032,"Closed Notice","2021-07-14 11:59:22",0.12220
7004541,"Frankie Pun","2021-07-27 05:46:55",0.12221
7099462,DUONG,"2021-07-19 16:08:28",0.12224
4963338,Zengpr,"2021-07-20 03:39:53",0.12224
7132683,"Victoria Maslova","2021-07-22 18:07:48",0.12224
7156431,"utkan payaslı","2021-07-28 14:05:59",0.12224
6978339,miingkang,"2021-07-09 10:56:30",0.12225
7015611,"Kyle Schaal","2021-07-11 18:49:45",0.12228
7332016,"Alexey Reshetnikov","2021-08-28 20:36:36",0.12233
7114985,wangnan.csv,"2021-07-26 14:05:15",0.12235
6373313,"Sidharth Kumar Mohanty","2021-07-24 09:59:18",0.12236
7303084,"Joe Peirson","2021-08-27 15:24:50",0.12237
7028718,SK4,"2021-08-03 08:34:23",0.12239
6280706,"Lucas Mesquita","2021-08-03 21:40:10",0.12240
7148152,akifbykl1,"2021-07-31 18:47:09",0.12240
7110033,carmelocs,"2021-07-21 14:12:57",0.12240
7309021,"Tiago Patricio Santos","2021-08-19 23:24:52",0.12242
7173122,"Matt #20","2021-08-03 14:45:13",0.12245
7097742,"Bozek Johnette","2021-07-15 05:09:43",0.12245
5409068,"Suprema tism","2021-08-28 16:55:44",0.12246
7352886,"Jonathan ZH Chua","2021-08-29 11:34:01",0.12247
6757364,"Ryo Hagiwara","2021-07-28 14:53:10",0.12249
7230743,"jacky aaa","2021-08-11 01:00:22",0.12249
6124627,"Kazuki Matsumura","2021-08-15 23:36:02",0.12249
7323519,"Kazunaga Nakayama","2021-08-22 14:04:13",0.12249
6981557,"Shota M","2021-08-11 07:56:28",0.12249
6252882,"Shintaro #2","2021-07-08 05:54:23",0.12249
7068746,"Takano Satoru","2021-07-17 16:55:30",0.12249
5767290,"Tatsu Iwamo","2021-07-18 06:00:22",0.12249
7156157," Ryohei","2021-07-28 17:02:46",0.12249
6978927,"yuya suzuki28","2021-08-13 05:09:13",0.12249
7189909,"masumi H","2021-08-23 05:11:47",0.12249
5394374,matunder6,"2021-08-04 03:24:29",0.12249
7190551,"Quentin Jian","2021-08-19 07:29:28",0.12249
7095710,kogpdjb,"2021-08-02 01:03:02",0.12249
2162000,onigiriscience,"2021-08-13 00:41:31",0.12249
7350137,kglctf,"2021-08-29 15:09:42",0.12250
6196461,"Jiajun Zhu","2021-08-02 18:32:32",0.12250
7159498,"Анатолий Панин","2021-08-02 07:58:23",0.12251
7305894,"Sindhu Madi","2021-08-24 20:11:04",0.12253
7016933,"Josh Angelo Escalona","2021-07-02 10:28:03",0.12256
6630261,"Hiroshi #4","2021-07-01 21:28:18",0.12256
904527,HungDo,"2021-08-22 03:30:15",0.12257
7095461,zhangxinwen1,"2021-07-15 07:40:07",0.12257
6885554,"Artem Titov","2021-07-01 12:31:37",0.12257
5478578,"LOHIT S","2021-08-28 09:52:49",0.12258
7309126,"Zhee Chuan Heng","2021-08-19 12:20:18",0.12258
7106477,Miniconi,"2021-07-22 12:44:26",0.12259
3443472,"Francisco Rafael Tavares Garcia","2021-07-01 05:59:19",0.12259
6918699,"sakina mosavi","2021-08-04 05:28:06",0.12260
7026646,"Dima #2","2021-08-08 22:22:11",0.12261
6993397,"Dmitri Trubca","2021-08-09 07:51:25",0.12261
7025464,"ismail özdemir","2021-07-27 16:57:18",0.12265
7321088,"Curious Bear","2021-08-21 21:59:34",0.12265
